Date,Open,High,Low,Close,Adj Close,Volume
2012-03-26,62.990002,62.990002,62.990002,62.990002,48.242359,0
2012-03-27,62.139999,62.139999,62.139999,62.139999,47.591358,0
2012-03-28,61.290001,61.290001,61.290001,61.290001,46.940372,0
2012-03-29,61.090000,61.090000,61.090000,61.090000,46.787197,0
2012-03-30,61.560001,61.560001,61.560001,61.560001,47.147156,0
2012-04-02,62.200001,62.200001,62.200001,62.200001,47.637318,0
2012-04-03,61.529999,61.529999,61.529999,61.529999,47.124180,0
2012-04-04,60.450001,60.450001,60.450001,60.450001,46.297039,0
2012-04-05,60.150002,60.150002,60.150002,60.150002,46.067280,0
2012-04-09,59.509998,59.509998,59.509998,59.509998,45.577118,0
2012-04-10,58.279999,58.279999,58.279999,58.279999,44.635090,0
2012-04-11,58.340000,58.340000,58.340000,58.340000,44.681049,0
2012-04-12,59.700001,59.700001,59.700001,59.700001,45.722633,0
2012-04-13,58.560001,58.560001,58.560001,58.560001,44.849537,0
2012-04-16,58.330002,58.330002,58.330002,58.330002,44.673386,0
2012-04-17,59.279999,59.279999,59.279999,59.279999,45.400967,0
2012-04-18,58.790001,58.790001,58.790001,58.790001,45.025688,0
2012-04-19,58.660000,58.660000,58.660000,58.660000,44.926128,0
2012-04-20,58.630001,58.630001,58.630001,58.630001,44.903149,0
2012-04-23,58.240002,58.240002,58.240002,58.240002,44.604454,0
2012-04-24,58.590000,58.590000,58.590000,58.590000,44.872517,0
2012-04-25,59.349998,59.349998,59.349998,59.349998,45.454575,0
2012-04-26,60.110001,60.110001,60.110001,60.110001,46.036640,0
2012-04-27,60.330002,60.330002,60.330002,60.330002,46.205132,0
2012-04-30,60.669998,60.669998,60.669998,60.669998,46.465527,0
2012-05-01,61.290001,61.290001,61.290001,61.290001,46.940372,0
2012-05-02,60.279999,60.279999,60.279999,60.279999,46.166836,0
2012-05-03,59.410000,59.410000,59.410000,59.410000,45.500526,0
2012-05-04,58.020000,58.020000,58.020000,58.020000,44.435966,0
2012-05-07,58.070000,58.070000,58.070000,58.070000,44.474262,0
